genus	BB	BD	BN	CS	CT	FD	FJ	FL	JTW	LH	WS	WZ	XZY	YJC	YW	YY	ZG	ZX	BB2	BD2	BN2	CS2	CT2	FD2	FJ2	FL2	JTW2	LH2	WS2	WZ2	XZY2	YJC2	YW2	YY2	ZG2	ZX2	BB3	BD3	BN3	CS3	CT3	FD3	FJ3	FL3	JTW3	LH3	WS3	WZ3	XZY3	YJC3	YW3	YY3	ZG3	ZX3
g__Cochliopodium	0.000424724	0.002479643	0.003777545	0.00085952	0.006711409	0.007403786	0.000394211	0.002475643	0.009601508	0.00230467	0.000120146	0.000580668	0.001730389	0.00209585	0.002943538	0	0.068490682	0	0.000139448	0.000417798	0.000556729	0.002669121	0.000362571	0.008010521	0.000959003	0.000692281	0.003383758	0.000995364	0.005121452	6.60197E-05	0.011512718	0.004758949	0.003168138	0.006809515	0.001696558	0.000778614	0	1.85701E-05	0.014565346	0.001205161	0	0.000134467	0.000141443	8.84956E-05	0	0.000150648	0.000399824	0	0.005317919	0.000353482	0.008295424	0	3.97304E-05	0.000336379
g__Ovalopodium	9.9935E-05	0.003920517	0.000699545	0.01113938	0.0001459	0.006530698	0	0.005550232	0.00035343	0.000151126	7.20877E-05	4.46668E-05	0.000370798	0.000279447	0.000267594	6.8055E-05	7.20955E-05	4.09903E-05	1.99211E-05	0.00010445	0.000364753	0.000368155	0.000815784	0.00011956	0	0.000395589	0.000597134	0.000628651	0	0.000264079	0.001606426	0.000827643	0.000905182	0.000363174	0.000484731	0	0	0	6.59065E-05	0.002658443	0.000470588	0.003025515	0	0.001238938	0.000223714	0.000301296	7.99648E-05	3.75016E-05	0	0	0	0	0	0
g__Planopodium	0.002998051	0.000201052	0.000839454	0.000206285	0.0001459	0.0011874	1.4079E-05	0.000319438	0.000147262	0.000528941	0.000456555	0.000223334	0.005603164	0.001536957	0.002408349	0.00040833	0.000432573	0	3.98422E-05	0	0	0	0	0	0	0	0	0	0	0	0.000267738	0	0	0	0.003635482	0	0	0.001968431	0.000659065	0.000248121	0	0.00467274	0.005162659	0.000619469	0	0	0.003718364	0.000431269	0.003930636	0.002928849	0.002289418	0.000440846	0.004012767	0.000224253
g__Parvamoeba	0.000174886	0.00103877	0.003567681	0.000103142	0.004668807	0	0	0.000399297	0.004476777	0.003740366	0	0.001831338	0.000164799	0.000139723	0	0.00040833	0.000504668	4.09903E-05	0.001514005	5.22248E-05	0.003052409	0.000460193	0.00078557	0.00215208	0.000479501	0.000939524	0.012101911	0.000104775	0.003219198	0.000990295	0.001338688	0.009931719	0.004299615	0.006083167	0	0.000432563	0.012041598	1.85701E-05	0.000790879	7.08918E-05	0	0	0	0.00079646	0.010067114	0.013407653	0.000199912	0	0	0.000185157	0	0	2.64869E-05	0.001513707
g__Acanthamoeba	0.016789087	0.011929096	0.068975166	0.07206216	0.115990662	0.179262415	0.003533818	0.081935793	0.298589226	0.28234094	0.011197616	0.046498124	0.067361569	0.077686181	0.025287664	0.029944195	0.024079882	0.000881292	0.650125503	0.011280551	0.606987906	0.428347906	0.645677856	0.207317073	0.039079357	0.41096771	0.560031847	0.784084658	0.023997659	0.274773883	0.109504685	0.061659425	0.068793845	0.214817505	0.083373728	0.245912276	0.009578544	0.338997214	0.203717129	0.055153835	0.008	0.053316301	0.02864215	0.036371681	0.006263982	0.016269961	0.213506057	0.009319158	0.253333333	0.317998956	0.339190676	0.152212248	0.283502629	0.005213881
g__Nothophytophthora	4.99675E-05	0.000536139	0.0007695	0.000103142	0	0.000209541	5.63158E-05	0.00151733	0	3.77815E-05	4.80584E-05	0.000491335	0.031352999	0.00125751	0.000802783	6.8055E-05	7.20955E-05	0	0.000199211	0.000261124	0.007103091	0.002208928	0.000513642	0.00203252	0.000479501	0.001780151	0.000915605	0.000392907	0.000438982	0.000660197	0	0.000206911	0.000905182	0.001089522	0.000242365	0.000994896	0.011494253	0	0	0	0	0	0	0	0.003579418	0.006025911	0	0	0.000231214	0	0	0.000280539	3.97304E-05	2.80316E-05
g__Peronospora	4.99675E-05	0.002446135	0.000279818	0	0.000437701	0	0	0.000119789	0.000647955	0.000415596	4.80584E-05	0.001161336	0.000247198	0.00209585	0.00093658	0.00040833	0.000216286	0	5.97633E-05	0.000313349	0.00015358	0.000184077	0.001268997	0.00131516	0.002877008	0.002076843	0.006210191	0.000130969	0.003072871	0.0080544	0.005087015	0.005379681	0.002941842	0.003904122	0.001938924	0.002984687	0.00410509	0	0	0	0	0	0	0	0.010290828	0	3.99824E-05	0	0	0	5.94654E-05	0	0	2.80316E-05
g__Phytophthora	0.013066507	0.00743893	0.034767401	0.008388916	0.023927633	0.006600545	0.000718027	0.00427248	0.008511766	0.004231525	0.008217993	0.043058781	0.023113052	0.031158307	0.026759433	0.008302709	0.004578061	0.000840302	0.004701383	0.022613328	0.012113649	0.020340543	0.021965737	0.074964132	0.153440422	0.042822529	0.012340764	0.003667129	0.148668423	0.155344293	0.068808568	0.043037451	0.053632043	0.135100781	0.057925351	0.088286184	0.006294472	0.232089136	0.114150135	0.015383525	0.004235294	0.051467375	0.102758133	0.03460177	0.010738255	0.016119313	0.184678741	0.011700512	0.155375723	0.19961622	0.255909375	0.045527413	0.195645552	0.01886528
g__Globisporangium	0.008094738	0.008678752	0.034417629	0.014852506	0.033265247	0.017706223	0.000619474	0.007626577	0.005978853	0.002682485	0.040489235	0.02626407	0.00778675	0.019281822	0.031843725	0.010616578	0.011463177	0.000389408	0.008566078	0.013630666	0.003244385	0.014634146	0.005559416	0.103658537	0.106449293	0.008999654	0.006648089	0.004767268	0.075504829	0.062256552	0.02356091	0.016139044	0.035302105	0.037406937	0.037566651	0.09187646	0.002736727	9.28505E-05	0.011533645	0.000673472	0.003294118	0.004975292	0.043847242	0.026460177	0	0.005122025	0.006517132	0.014325627	0.00238921	0.0012961	0.000921714	0.04083841	0.00180111	0.024836015
g__Halophytophthora	2.49838E-05	0	0.001678909	0.000343808	0.003355705	0.000523853	0.000112632	0.005470372	0.001354814	0.001057881	0.001033256	0.000178667	0.000329598	0.00083834	0.000267594	0.00013611	0.000144191	0.000122971	0.020000797	0.003916858	0.000633519	0.006442706	0.001540925	0.024151124	0.024934069	0.011027048	0.001433121	0.006469864	0.013901083	0.088730442	0.002945114	0	0.000226296	0.055020883	0.001454193	0.061380742	0.00410509	0	0.000131813	3.54459E-05	0	0.000100851	0	0.003539823	0.025727069	0.000903887	3.99824E-05	0.000300013	0	0	0	4.00769E-05	0	0.000476538
g__Phytopythium	0.000149903	0.000335087	0.000279818	0.000618854	0.01429822	0.002025564	0.000591316	0.003314167	0.000500692	0.000944537	0.000528643	0.001563338	0.002513184	0.006566997	0.002006957	0.00054444	0.00032443	6.14855E-05	0.031096856	0.003864633	0.004703398	0.007639208	0.010393691	0.006695361	0.081515224	0.004994313	0.010708599	0.000183356	0.066871525	0.010761207	0.031593039	0.003724395	0.023987327	0.009714908	0.03708192	0.008781036	0	0	0.001120411	0.000319013	0	0.000134467	7.07214E-05	0	0	0	0.000279877	0.000206259	7.70713E-05	0.00013466	0.000356792	0.000480923	2.64869E-05	5.60632E-05
g__Pythium	0.000774497	0.0092484	0.00818468	0.031389672	0.032243945	0.017810994	0.0008025	0.007386999	0.004889111	0.007896328	0.005118224	0.033812757	0.024390244	0.10060081	0.065025421	0.05662175	0.0079305	0.000163961	0.001832742	0.012429497	0.004895373	0.011412793	0.008973623	0.021042563	0.049388636	0.016367502	0.025	0.00859156	0.048434299	0.025087476	0.038554217	0.023587834	0.039828015	0.022062829	0.034415899	0.014750411	0.002736727	0.001522748	0.079087853	0.090564299	0.008941176	0.052206945	0.009688826	0.23460177	0.009395973	0.029828262	0.00763664	0.015938197	0.005934489	0.000757461	0.001308239	0.159506252	0.002317605	0.022285138
g__Salispina	0	6.70174E-05	0	0	0	0.000209541	0	0	0	0	0	0	4.11997E-05	0	0	0	0.000108143	0	5.97633E-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000707965	0	0	0	7.50033E-05	0	0	0	0	0	0
g__Pythiogeton	4.99675E-05	0.000636665	0	0.000275046	0.002334403	0.001117553	1.4079E-05	0	0	0.001700166	0	0.000178667	0.000164799	0	0	0	0.002090768	0	0.000856608	0	0.000883087	0.000184077	0.000181285	0.00011956	0.000479501	0.003115265	0.001035032	0.001021557	0.000146327	0.000528157	0	0	0	0.004902851	0	0	0	3.71402E-05	0	7.08918E-05	0	0.000100851	0	0.024513274	0	0.000150648	0.00015993	0.000262511	7.70713E-05	0.000807958	5.94654E-05	0.000160308	3.97304E-05	5.60632E-05
g__Achlya	0.000274821	0.001943504	0.001119272	0.007804442	0.00700321	0.001746176	0.000112632	0.000798594	0.0071275	0.003249207	0.000456555	0.014695373	0.019363876	0.006846444	0.003211132	0.001973595	0.001189575	0.000655845	0.001294872	0.004073532	0.000710309	0.00616659	0.001994138	0.007293161	0.016542795	0.008851308	0.005095541	0.000288132	0.002780217	0.00211263	0.017402945	0.014483758	0.040506902	0.007808244	0.041929229	0.000259538	0.002463054	0.0018013	0.001581757	0.00017723	0	0.000168084	0.001838755	0.000530973	0.001565996	0.00813498	0.001239455	0.00022501	0.001078998	0.00102678	0.001219041	0.002965694	0.000953529	0.00016819
g__Aphanomyces	2.49838E-05	0.000368596	0.000559636	0.001203328	0.0002918	3.49235E-05	1.4079E-05	0.001637119	0.001826054	0.000453378	0.000576701	0.011345364	0.00465557	0.146849239	0.131656409	0.038110794	0.001622148	0	3.98422E-05	0	0.001113457	0.001104464	0.000694927	0.00071736	0	0.000494486	0.000398089	0.000130969	0	0.000396118	0.00107095	0.000413822	0	0.001271109	0.000484731	0	0.000547345	0	0	3.54459E-05	0	0	7.07214E-05	0.000530973	0	0	0	0.000281262	7.70713E-05	0.000252487	0	0.000200385	0	0.000196221
g__Dictyuchus	0	6.70174E-05	0	0	0.0002918	0	0	0	0	0	2.40292E-05	0	0	0	0	0	0	0	1.99211E-05	0.00010445	0	0.000276116	0	0.00011956	0	4.94486E-05	0	0	0.002780217	0	0	0.000206911	0	9.07935E-05	0.000484731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
g__Leptolegnia	0	3.35087E-05	0	0	0	0	8.44737E-05	3.99297E-05	0.000559597	0.000151126	0	0.000223334	4.11997E-05	0	0.000133797	6.8055E-05	0.000108143	0	3.98422E-05	5.22248E-05	0.002956422	0.014173953	0.011088618	0.012792922	0.000479501	0.015378529	0.008917197	0.000785813	0.002487562	6.60197E-05	0	0.001241465	0	9.07935E-05	0.000242365	0.000692101	0	0	0	0	0	6.72337E-05	0	0	0	0	0	0	0	0	0.001040645	0	0	0
g__Pythiopsis	0.000174886	0	0.003987408	0	0	0	0	0.000159719	0.00035343	0.000302252	0	4.46668E-05	0	0.000139723	0	0	0	0	3.98422E-05	0.000365573	0	0.000276116	6.04284E-05	0.0011956	0.002637257	9.88973E-05	0	7.85813E-05	0.000292654	0.000330098	0.000803213	0.000413822	0.000905182	0.000726348	0.000484731	4.32563E-05	0	0	0	0	0	0	0	0	0.001118568	0	0	3.75016E-05	0.000539499	1.68325E-05	0	0	0	0
g__Saprolegnia	0	0.000402104	0.000489682	0.000309427	0.000437701	0.000279388	5.63158E-05	0.000279508	0.000500692	0.000604504	0.000144175	0.000893336	0.000247198	0.00083834	0.000535189	0.00013611	3.60477E-05	0.000245942	1.99211E-05	0.000835596	0.000191975	0.000736309	9.06427E-05	0.00047824	0.000719252	0.001780151	7.96178E-05	2.61938E-05	0.002048581	0.001122334	0	0.000413822	0.000452591	0.001452697	0.000484731	0	0.000547345	1.85701E-05	0.002899888	0	0	0.000100851	0.000282885	0.000442478	0	0	7.99648E-05	0	0	0.000235655	0.000743318	0.001282462	1.32435E-05	0.000112126
g__Haptoglossa	0.396991955	0.008611735	0.099755159	0.027057691	0.010942515	0.115736537	0.001647238	0.042844594	0.014372809	0.029205078	0.042916186	0.018268715	0.407547792	0.132876904	0.181428954	0.041309378	0.016618002	0.000573865	0.068966891	0.028253604	0.023113841	0.119282098	0.065292927	0.040530846	0.033565092	0.138110073	0.017794586	0.00914163	0.021949078	0.003168944	0.070682731	0.073453342	0.122199593	0.012257127	0.202617547	0.004758197	0.000547345	0.22731662	0.11672049	0.052176379	0.016941176	0.29508858	0.474398868	0.137876106	0.002013423	0.005122025	0.430890408	0.03725788	0.443159923	0.374690703	0.273332739	0.105362296	0.485597743	0.026153501
g__Vermamoeba	2.49838E-05	0.041584291	0	0	0.003501605	0	1.4079E-05	0.000159719	0.001089742	7.55629E-05	0.000120146	0	0.000288398	0.00083834	0.000267594	6.8055E-05	0.001369814	0	3.98422E-05	0.001148945	0.000748704	0.000644271	3.02142E-05	0	0.000719252	0	0.000437898	0	0	6.60197E-05	0	0.006621146	0	0.009351734	0.003877848	0	0	0	0	0	0	0	0	0	0	0.000753239	0	0	0	0	0	0	0	0
g__Netzelia	2.49838E-05	0.000134035	0.010493179	3.43808E-05	0.001313102	0.000279388	5.63158E-05	0	0.002120578	0.002455796	0	0.000625335	8.23995E-05	0.00293419	0.00187316	0.000884715	3.60477E-05	8.19807E-05	1.99211E-05	0	0	0	0	0.00023912	0	0	0	0	0	0	0	0.000620732	0	0.000635555	0	0	0.005199781	0	0.000131813	0.0021622	0	0	0	0.000353982	0.000894855	0.00542332	0	0	0	0	0	0	0	0
g__Hartmannella	7.49513E-05	0.000670174	0.001748863	0.000481331	0.000583601	0.00247957	0	0.001197892	0.002179483	0.006045036	0.000240292	0.000848669	0.001194792	0.000139723	0.000401391	6.8055E-05	0	0.000102476	1.99211E-05	0	0	0	0.000151071	0	0	0	0	2.61938E-05	0.000438982	0	0.003480589	0.000620732	0.000905182	0	0	0	0	0	0.000131813	0	0	3.36168E-05	0	0.004778761	0	0	0	0	0	0	0	0	0	0.000308348
g__Copromyxa	7.49513E-05	0	0.005106681	0.000240666	0.001021301	0.003108193	0	3.99297E-05	0.004005537	0.006573976	2.40292E-05	0.000357334	0.000247198	0	0	0.000204165	0.000108143	0	5.97633E-05	0.000261124	1.91975E-05	0.000920387	0.000725141	0.00011956	0	0.002027395	0.000199045	0	0.004389816	0.000198059	0.000535475	0.000413822	0	0.006809515	0	8.65127E-05	0	0	0	0	0	0	0	0	0	0	7.99648E-05	0	0	0	0	0	0	0
g__Monosiga	0.017763454	0.00050263	0.077299755	0.52317266	0.049606069	0.217398896	0.000126711	0.052427727	0.038376579	0.034116669	0.008794694	0.012104699	0.003378378	0.012714825	0.003211132	0.014699878	0.00046862	0.001680603	0.003107694	0.002924587	0.081896717	0.137413714	0.089011089	0.031563845	0.004075761	0.054739653	0.109792994	0.04987296	0.008486977	0.001122334	0.001874163	0.001034554	0.001131478	0.004085709	0.002908386	0.000994896	0.000821018	0.005738162	0.035589534	0.513753013	0.261176471	0.283692473	0.094413013	0.036548673	0.019239374	0.170231998	0.026268442	0.043389398	0.001310212	0.000302984	0.002289418	0.193972427	1.32435E-05	0.197594887
g__Thecamonas	0.005121671	0.014877861	0.013011542	0.012961562	0.017653925	0.03663477	0.000168947	0.008984188	0.008865196	0.010389905	0.001177432	0.004466679	0.006427159	0.017884589	0.004415306	0.006397169	0.001982625	4.09903E-05	0.057930595	0.024232296	0.031291995	0.052185918	0.047526966	0.06396461	0.049628386	0.025861643	0.045780255	0.064908191	0.038337723	0.099623688	0.027309237	0.036416305	0.064494229	0.102324315	0.066650509	0.022709577	0.000821018	7.42804E-05	0.000131813	0.000283567	0.011764706	0.005714862	0.00049505	0.006371681	0	0.017173848	3.99824E-05	0.000956292	0.000154143	0.000656466	0.000267594	0.000801539	6.62173E-05	0.00086898
